id;electricity_2020;electricity_2025;electricity_2030;electricity_2035;electricity_2040;electricity_2045;electricity_2050
8276;140,208;134,4;123,96;123,49;113,42;115,6;105,36
8277;118,274;116,31;122,3;120,64;114,33;122,67;106,49
8278;114,444;112,95;122,3;115,42;109,6;115,39;105,48
8279;112,676;111,41;114,33;115,42;107,38;113,02;105,08
8280;114,096;112,9;122,3;116,94;107,29;115,39;106,92
8281;112,93;112,9;130,28;118,39;106,9;115,6;112,75
8282;111,93;111,58;122,3;118,39;107,42;113,07;109,83
8283;109,94;109,82;122,3;114,96;106,85;115,6;109,22
8284;107,826;109,82;122,3;115,48;107,43;115,39;119,79
8285;111,942;113,32;122,3;116,94;109;115,6;120,21
8286;117,042;117,5;125,86;118,39;109,72;131,69;119,79
8287;140,432;139;131,44;118,39;109,72;127,65;131,84
8288;141,048;139,79;130,28;118,39;109,59;127,65;133,5
8289;124,376;125,76;123,97;117,96;109,72;127,65;132,68
8290;121,196;123,11;125,86;118,39;109,76;127,65;132,68
8291;116,684;119,35;122,3;118,39;109,72;127,75;132,68
8292;114,608;117,62;122,3;123,95;109,59;128,5;132,68
8293;116,684;119,35;135,85;119,74;109,59;127,65;132,68
8294;143,372;141,59;141,43;129,47;111,74;125,63;132,68
8295;146,772;145,27;148,16;130,32;114,33;132,27;137,76
8296;164,212;160,17;151,75;141,2;119,87;131,58;139,96
8297;150,264;151,02;151,75;144,67;121,22;150,52;154,8
8298;135,6;138,92;149,66;140,12;128,9;139,5;155,52
8299;116,628;123,11;149,66;137,1;128,9;150,86;155,52
8300;112,116;119,35;140,32;135;126,94;156,38;155,52
8301;108,24;116,17;137,37;143,16;128,9;156,38;155,82
8302;105,688;114,71;135,85;144,67;124,08;157,04;159,82
8303;102,54;111,42;135,85;144,67;148,51;156,38;155,82
8304;98,21;109,74;142,91;149,96;128,9;159,1;167,39
8305;103,684;113,04;144,35;151,57;131,98;157,35;159,82
8306;104,354;114,86;151,76;153,47;127,92;157,04;167,39
8307;100,134;111,72;144,35;150,84;135,65;159,1;169,65
8308;100,586;111,72;144,35;151,57;140,14;157,04;167,39
8309;103,902;114,86;146,88;153,66;148,66;157,35;169,65
8310;104,454;115,32;149,67;154,84;153,92;160,82;169,65
8311;101,73;113,05;148,17;153,53;153,92;161,39;169,65
8312;102,572;114,86;151,76;155;153,92;162,64;176,3
8313;103,428;115,42;148,17;161,39;154;172,61;175,38
8314;104,604;116,4;147,67;165,78;153,92;172,61;175,38
8315;104,33;115,43;149,67;164,66;153,92;169,86;170,93
8316;109,47;119,5;149,67;162,38;153,92;172,61;169,65
8317;108,88;119,5;149,67;168,53;156,47;172,61;172,6
8318;108,512;119,81;151;164,66;153,92;171,32;176,3
8319;130,496;137,68;162,62;168,53;157,9;172,61;173,6
8320;157,112;160,17;171,11;173,91;158,57;172,61;175,46
8321;156,678;160,37;171,11;167,45;157,35;171,32;178,83
8322;144,442;149,79;155,04;168,53;158,57;174,21;176,53
8323;129,956;137,68;151,76;167,45;164,64;180,16;176,3
8324;109,832;131,89;151,76;167,45;158,88;174,21;242,18
8325;111,308;125,42;152,69;167,45;164,64;185,99;195,98
8326;98,812;116,33;152,69;169,89;162,96;177,6;203,92
8327;100,572;115,42;165,83;169,89;172,99;180,16;189,66
8328;99,884;115,57;151,77;174,03;172,99;182,96;194
8329;87,782;115,57;152,7;174,03;172,99;195,37;254,51
8330;84,746;115,34;151,77;174,03;172,99;239,43;268,31
8331;99,064;115,57;151,77;171,15;172,99;194,08;198,1
8332;91,686;115,57;151,77;176,94;168,32;194,08;234,99
8333;80,422;115,57;151,77;169,81;172,99;186,55;291,31
8334;71,328;115;151,57;175,55;173,16;274,69;333,36
8335;75,428;115;151,77;179,85;172,99;274,69;312,86
8336;83,282;118;149,68;175,55;177,16;301,13;291,59
8337;64,16;116,54;152,3;175,47;177,16;287,91;378,44
8338;72,49;118,7;151,77;175,47;178,68;279,09;349,75
8339;81,008;119,65;151,57;175,55;178,68;252,65;312,86
8340;76,088;119,65;149,66;169,81;181,15;252,65;337,46
8341;88,078;119,65;149,66;176,94;176,32;279,09;277,51
8342;82,504;123,63;154,58;179,25;176,32;243,84;329,26
8343;104,234;135,59;157,14;214,66;177,69;274,69;292,37
8344;109,124;148,94;165,84;245,12;185,02;243,84;348,02
8345;105,332;152,9;165,84;197,26;176,32;274,69;390,74
8346;116,434;145,58;154,58;176,94;172,99;291,47;291,31
8347;105,946;134,54;151,77;176,94;176,32;265,87;277,51
8348;103,186;134,54;152,3;175,47;176,32;274,69;291,31
8349;81,66;134,54;151,77;176,94;176,32;243,84;398,94
8350;103,186;134,54;151,77;176,94;177,16;252,65;291,31
8351;103,13;134,54;151,77;176,94;181,15;265,87;291,59
8352;-438,492;134,59;150,39;176,94;175,24;260,58;3000
8353;90,022;138,23;151,77;174,88;179,48;308,37;379,27
8354;75,628;134,59;147,58;174,88;180,45;284,56;429,4
8355;83,076;125,73;151,88;168,54;179,48;235,87;339
8356;86,66;134,59;151,77;174,88;179,48;284,56;374,24
8357;-419,796;150,17;148,18;168,54;172,98;240,21;3000
8358;123,11;160,77;147,68;168,54;175,24;244,06;349,07
8359;128,096;169,12;151,77;168,54;180,45;265,38;374,24
8360;133,85;169,12;151,77;168,24;172,98;209,38;345,47
8361;115,236;161,76;151,77;167,83;172,98;213,75;394,38
8362;124,634;161,44;151,86;168,54;178,91;197,82;345,47
8363;117,104;159,96;151,77;167,83;178,91;209,38;374,24
8364;122,012;161,44;151,77;167,99;178,91;205,53;358,58
8365;125,334;165,98;148,18;167,83;175,99;209,38;369,21
8366;143,984;182,36;151,88;168,24;174,88;217,09;374,24
8367;166,54;191,18;156,69;164,19;174,29;209,38;314,38
8368;426,656;406,82;156,07;171,78;178,91;224,8;307,64
8369;321,494;326,12;162,16;168,09;177,82;240,21;349,25
8370;217,274;247,63;161,27;167,99;177,43;217,09;399,41
8371;147,126;184,97;160;167,15;172,98;198,24;374,19
8372;138,586;169,47;161,27;167,99;172,98;240,21;323,89
8373;134,898;163,88;166,95;163,61;172,98;207,83;308,79
8374;103,77;147,17;162,16;162,96;172,98;192,84;364,17
8375;141,366;151,18;161,27;156,35;163,75;178,37;200,25
8376;117,254;147,35;166,96;154,89;162,85;175,97;297,83
8377;120,604;147,35;161,65;153,53;160,66;171,32;281,08
8378;118,974;147,35;166,96;153,76;160,66;174,54;289,23
8379;113,222;145,71;161,65;153,66;162,96;171,32;308,15
8380;110,666;143,94;162,09;154,89;158,88;171,85;310,31
8381;122,032;148,54;166,96;153,66;162,98;171,32;281,08
8382;142,196;161,62;172,47;155,88;158,88;167,68;258,74
8383;150,62;172,06;170,56;155,98;158,88;173,95;279,26
8384;152,854;168,64;180,22;153,55;158,88;168,28;247,57
8385;137,732;164,08;186,07;156,24;158,88;171,85;295,82
8386;132,71;160,23;175,39;155,98;158,88;171,85;297,83
8387;140,838;161,5;175,39;155,98;160,66;171,32;264,81
8388;139,688;162,95;177,72;155,98;158,88;167,17;279,26
8389;155,2;164,08;186,07;155,98;158,73;164,96;208,48
8390;168,554;177,07;172,47;155,98;158,57;167,17;219,65
8391;171,008;181,49;207,49;154,59;158,73;165,12;233,9
8392;305,642;290,38;246,39;154,59;158,57;167,17;214,07
8393;279,474;265,86;277,51;153,53;158,57;167,68;197,79
8394;245,322;237,81;209,18;153,53;158,57;167,17;200,25
8395;175,97;178,74;172,47;153,53;152,99;164,96;192,59
8396;163,83;166,91;162,17;149,98;150,43;164,96;182,31
8397;153,114;160,97;167,44;149,98;150,43;164,96;200,25
8398;139,434;146;156,69;144,61;150,43;162,94;178,83
8399;131,622;139,49;156,69;139,08;132,28;161,41;178,83
8400;135,718;142,48;156,7;139,04;132,28;157,7;176,29
8401;126,57;134,68;153,94;139,09;125,77;157,04;175,23
8402;126,814;134,68;153,94;140,61;125,77;157,04;174,01
8403;131,802;137,44;155,69;141,34;125,64;155,37;165,63
8404;134,576;139,67;152,39;141,34;124,55;139,92;165,14
8405;136,44;139,67;153,94;138,06;109,71;125,37;155,82
8406;154,658;154,8;156,7;144,95;107,04;106,39;155,51
8407;170,23;166,39;156,78;149,69;105,49;103,73;147,19
8408;176,79;164,29;156,71;143,02;103,71;101,35;101,79
8409;170,274;158,86;156,7;141,15;103,71;101,96;101,79
8410;168,73;157,37;152,39;138,74;103,71;101,69;100,57
8411;165,566;154,8;152,39;138,06;103,71;101,38;100,97
8412;165,216;154,8;151,78;139,09;103,79;101,69;102,72
8413;165,402;154,8;151,78;136,65;103,79;102,79;101,79
8414;165,418;154,8;151,78;136,65;103,71;102,79;101,71
8415;173,842;161,82;148,19;139,91;102,95;102,79;101,71
8416;183,538;169,9;147,34;139,04;103,26;103,29;101,71
8417;182,514;168,85;148,46;137,14;102,68;102,79;100,53
8418;176,974;164,29;146,91;138,06;104,27;104,47;100,87
8419;162,046;151,99;147,27;134,45;104,27;104,61;101,71
8420;147,378;139,78;137,66;131,24;105,49;104,62;101,79
8421;128,004;123,79;138,71;136,65;106,42;105,4;102,72
8422;118,668;116,01;137,66;134,45;108,07;106,58;102,72
8423;118,14;116,01;137,83;133,16;107,86;115,6;105,36
8424;114,876;113,29;143,55;136,66;108,07;112,12;105,36
8425;117,912;115,82;139,98;136,66;109,71;124,56;105,36
8426;112,346;114,96;143,51;136,66;109,56;128,21;128,03
8427;111,34;113,29;143,81;136,66;109,91;127,65;123,04
8428;113,642;115,82;143,81;136,66;113,96;141,91;126,71
8429;115,288;117,79;143,55;138,49;112,95;137,74;130,3
8430;128,984;133,13;143,51;149,7;111,62;153,61;153,86
8431;149,774;150,73;145,95;149,99;116,38;157,04;155,51
8432;149,774;150,73;151,79;153,83;114,12;155,87;155,51
8433;149,712;150,73;151,79;150,56;125,77;157,35;155,82
8434;151,3;152,72;155,69;153,5;125,77;159,13;159,82
8435;140,824;144,47;156,71;155,98;132,73;159,13;162,7
8436;152,734;154,02;159,31;154,59;135,28;162,57;160,45
8437;140,328;144,61;157,74;158,04;150,44;164,72;166,02
8438;160,548;161,69;162,11;158,04;151,98;167,26;167,4
8439;166,374;166,68;162,18;163,08;154,67;169,86;168,21
8440;175,986;174,93;175,07;164,61;157,69;170,71;169,65
8441;172,23;171,8;196,86;168,56;158,57;172,61;169,65
8442;167,93;169,06;191,27;168,56;162,98;176,43;174,71
8443;159,964;166,68;206,87;175,84;162,92;180,58;200,26
8444;157,89;161,38;199,9;175,84;162,98;188,45;178,83
8445;145,534;161,38;196,51;176,96;162,98;177,18;240,61
8446;132,754;150,73;201,86;176,96;166,74;181,95;240,61
8447;135,2;150,73;185,57;174,6;162,96;181,95;228,38
8448;136,7;150,92;165,43;169,67;162,98;176,95;222,02
8449;144,724;150,92;166,98;175,16;162,92;179,97;181,9
8450;144,658;150,92;173,57;172,68;161,25;178,02;182,23
8451;133,844;152,73;170,93;172,38;161,25;177,18;247,16
8452;143,564;150,92;165,06;171,81;161,25;183,04;187,7
8453;161,044;165,97;230,32;206,95;172,98;198,85;190,6
8454;164,494;193,98;3000;3000;201,25;373,31;341,41
8455;3476,676;3000;3000;3000;357,06;3000;616,62
8456;3507,84;3000;3000;3000;263,18;380,26;460,8
8457;639,84;575,44;3000;359,98;190,35;294,52;253,44
8458;575,824;513,23;3000;322,22;184,74;203,21;200,26
8459;448,396;407,04;399,73;266,26;172,98;188,45;200,26
8460;222,038;219,94;3000;296,78;175,64;198,29;209,45
8461;230,704;235,54;3000;357,83;191,4;243,87;259,72
8462;242,32;292,02;3000;3000;314,45;442,48;540,52
8463;3000;3000;3000;3000;357,06;3000;3000
8464;3474,334;3000;3000;3000;434,96;3000;628,33
8465;3507,84;3000;3000;3000;278,56;447,67;460,8
8466;223,876;219,94;323,67;219,21;176,32;194,1;200,26
8467;165,366;167,01;170,93;171,26;157,9;175,71;175,23
8468;148,01;152,34;160,83;167,18;152,56;173,23;173,99
8469;127,488;134,78;146,19;155,76;133,09;157,04;171,24
8470;110,162;117,27;129,55;144,67;108,06;108,53;152,81
8471;109,38;108,71;116,03;118,5;105,48;103,73;105,36
8472;107,4;106,62;106,38;99,39;103,79;101,35;102,72
8473;104,85;104,14;106,38;96,92;103,79;101,69;100,59
8474;105,074;104,39;106,52;96,45;103,79;101,38;100,97
8475;104,25;104,14;106,38;96,62;103,7;101,58;103,59
8476;104,558;103,96;106,38;96,45;103,79;101,86;100,97
8477;103,702;103,37;117,99;96,62;105,48;101,96;101,71
8478;105,99;105,72;113,17;98,37;105,52;103,73;104,37
8479;105,368;105,72;117,99;97,72;106,9;104,61;107,48
8480;106,38;106,21;119,69;99,39;108,99;107,4;105,36
8481;100,818;106,58;119,69;100,28;109,59;113,13;135,39
8482;97,964;106,92;122,05;103,26;114,12;108,53;151,7
8483;97,418;106,58;122,05;100,92;111,62;112,12;152,39
8484;99,904;106,58;119,69;103,23;116,38;108,5;139,96
8485;97,124;106,58;122,05;99,53;109,59;124,56;153,86
8486;99,518;108,85;122,05;99,54;113,21;137,73;155,51
8487;105,134;113,38;130,41;101,23;117,27;127,65;154,61
8488;122,186;128,93;140,47;105,28;130,8;156,22;162,65
8489;125,064;130,79;137,68;105,18;132,86;155,78;159,42
8490;109,764;119,64;137,26;130,24;134,43;157,99;169,02
8491;98,818;110,21;133,35;106,67;132,86;161,39;167,17
8492;97,208;109,23;125,24;130,29;134,61;161,39;169,34
8493;94,75;106,73;122,37;116,2;139,07;159,7;166,63
8494;93,584;106,21;122,37;115,1;144,84;157,04;169,34
8495;91,696;103,87;122,37;114,38;139,73;157,04;164,74
8496;90,544;102,91;122,37;118,15;137,29;157,04;164,74
8497;89,624;102,91;119,7;115,49;121,65;155,37;169,34
8498;91,968;104,42;120,28;115,8;126,86;155,37;166,68
8499;89,624;102,91;122,37;118,51;126,86;157,04;169,34
8500;89,624;102,91;122,37;115,8;138,22;155,37;169,34
8501;91,72;104,33;122,37;118,22;126,86;157,34;167,38
8502;90,394;102,91;122,37;137,18;132,86;148,24;165,49
8503;92,068;104,62;122,37;125,19;132,86;155,37;167,38
8504;93,092;105,85;122,37;125,07;132,73;150,48;169,64
8505;94,756;106,86;123,58;129,22;135,28;155,37;167,38
8506;94,576;106,71;122,37;129,22;126,86;157,34;167,38
8507;93,808;106,07;126,44;125,07;132,73;157,34;167,38
8508;94,252;106,26;122,37;125,07;128,23;155,37;166,3
8509;97,3;108,98;122,37;137,18;132,08;150,48;167,38
8510;103,732;114,29;122,37;144,54;157,46;157,34;167,08
8511;107,434;117,04;127,85;143,18;152,93;157,34;165,07
8512;115,876;124,41;128,6;137,18;142,71;157,34;167,08
8513;115,364;124,41;124,24;131,05;152,93;157,34;169,64
8514;114,378;122,53;122,37;131,05;139,07;157,34;163,29
8515;107,322;117,04;122,37;125,32;132,73;157,34;165,63
8516;102,738;112,83;121,02;107,58;121,65;131,58;163,29
8517;96,666;107,77;116,6;106,29;121,65;125,72;163,29
8518;96,832;107,05;104,22;104,98;122,73;113,07;158,14
8519;98,444;106,71;94,28;99,53;108,52;104,61;148,04
8520;106,842;106,3;92,58;96,76;105,64;101,96;103,59
8521;107,382;106,99;91,02;95,84;104,74;101,96;105,03
8522;108,258;107,18;90,12;95,6;103,79;101,69;101,79
8523;107,79;107,09;89,84;94,95;105,48;101,38;103,59
8524;107,116;106,53;89,97;95,12;105,48;101,58;103,6
8525;110,692;109,51;90,02;94,95;105,48;101,55;103,6
8526;125,268;121,51;92,58;95,84;105,48;101,38;102,72
8527;139,842;133,8;91,93;96,6;107,43;101,69;103,59
8528;137,586;132,05;92,7;96,63;105,64;101,52;104,37
8529;128,144;124,56;92,58;97,72;107,43;102,26;106,64
8530;124,06;123,89;91,93;96,43;109,55;102,7;123,04
8531;112,404;115,78;92,7;96,76;108,99;101,96;132,66
8532;113,29;117,71;92,58;96,76;111,62;103,73;139,81
8533;119,624;118,34;93,4;96,6;111,41;102,7;111,92
8534;125,272;124,44;92,7;96,63;112,66;106,39;120,28
8535;135,87;134,92;96,22;97,3;111,73;108,53;130,17
8536;145,44;145,32;102,51;96,76;111,28;102,79;144,72
8537;143,386;142,22;104,77;97,02;109,9;105,4;136,39
8538;133,976;136,65;102,51;99,4;116,5;105,4;150,02
8539;127,348;126,63;105,89;97,8;113,95;107,4;123,04
8540;116,276;117,92;105,65;97,72;109,9;106,39;126,14
8541;113,38;114,53;100,34;97,72;109,9;104,6;120,28
8542;106,184;109,51;100,2;99,4;109,59;104,47;126,14
8543;107,436;107,09;105,89;96,6;108,52;102,7;105,36
8544;107,274;106,66;107,62;96,44;107,04;102,7;103,59
8545;106,666;106,66;102,51;96,46;105,64;101,69;106,63
8546;105,706;106,66;106,9;96,44;106,42;101,96;111,43
8547;106,884;106,66;106,54;95,84;105,64;101,69;105,54
8548;107,118;106,66;102,51;95,6;105,64;102,26;104,37
8549;114,624;113,11;104,23;95,27;108,52;101,37;105,54
8550;139,256;133,96;121,64;95,6;105,64;101,55;107,48
8551;150,502;143,99;131,45;96,46;107,43;101,55;111,43
8552;155,914;147,7;125,25;96,64;105,64;101,52;106,63
8553;156,366;147,7;122,39;96,76;107,1;101,55;104,37
8554;150,436;142,63;118,64;96,76;105,62;101,35;103,6
8555;141,246;134,97;119,72;96,6;105,52;100,72;103,59
8556;136,65;131,14;112,73;96,64;105,64;101,37;103,59
8557;140,85;134,64;119,72;96,6;105,64;101,52;103,59
8558;148,932;141,7;122,06;96,66;105,62;101,58;105,54
8559;165,1;155,31;122,39;98,71;109,59;102,26;106,36
8560;168,054;161,74;122,92;99,44;109,59;102,26;130,17
8561;159,432;153,62;122,39;100,29;109,71;102,79;124,56
8562;152,32;146,98;122,39;100,93;109,55;104,5;120,28
8563;134,266;130,55;122,39;99,55;109,64;104,46;111,97
8564;117,268;117,77;122,06;101,24;109,64;104,46;120,28
8565;109,186;109,56;120,8;99,54;108,99;102,79;111,43
8566;102,868;105,77;107,62;99,54;109,59;102,79;120,28
8567;102,732;103,17;105,76;99,41;107,86;102,7;105,36
8568;101,244;101,93;100,17;97,73;105,56;101,52;105,36
8569;101,442;101,93;102,42;97,73;105,65;100,72;104,37
8570;101,238;101,63;102,45;98,39;105,52;100,63;103,59
8571;100,446;100,97;100,17;97,31;106,42;99,97;103,59
8572;100,806;100,97;100,21;98,39;105,65;99,55;101,79
8573;102,356;102,44;102,42;98,29;105,62;99,6;102,86
8574;108,354;107,26;105,77;98,39;106,42;99,78;101,79
8575;114,242;112,03;107,62;98,71;105,56;99,78;100,97
8576;117,052;114,81;113,13;98,39;105,62;99,42;103,6
8577;118,824;115,97;116,61;99,44;105,62;99,55;101,7
8578;118,99;115,97;118,65;99,44;106,42;99,78;100,87
8579;116,698;114,06;113,85;97,73;102,95;99,6;100,87
8580;125,194;121,14;116,61;97,73;103,7;99,23;100,87
8581;133,896;128,17;120,45;100,29;103,7;99,21;99,54
8582;135,81;129,94;121,2;100,29;102,85;99,42;100,59
8583;136,308;130,09;120,45;99,54;103,7;99,23;99
8584;144,396;136,92;120,81;99,44;105,48;99,23;99,54
8585;133,864;128,17;119,73;99,44;103,79;99,42;99,7
8586;121,774;118,21;114,24;98,71;105,64;99,23;100,39
8587;111,192;109,25;106,54;96,77;105,56;99,21;99,54
8588;103,944;103,12;100,17;95,65;102,57;98,01;99
8589;101,726;101,15;93,41;94,78;101,09;97,23;98,27
8590;96,752;96,37;88,73;92,55;99,97;94,22;94,46
8591;94,14;94;87,57;69,86;95,61;93,6;93,3
8592;66,048;70,59;65,06;69,87;74,12;89,73;93,3
8593;66,048;70,59;65,06;69,87;74,12;73,42;93,3
8594;66,936;70,59;65,06;51,19;74,12;73,42;88,86
8595;70,036;70,48;61,64;0;18,47;67,24;72,7
8596;83,256;69,38;60,09;0;0;0;0
8597;80,376;66,98;0;0;0;0;0
8598;80,376;66,98;0;0;0;0;0
8599;80,376;66,98;0;0;0;0;0
8600;80,376;66,98;0;0;0;0;0
8601;80,376;66,98;0;0;0;0;0
8602;83,064;69,22;0;-1;0;0;0
8603;57,528;47,94;0;-1;0;0;0
8604;0;0;0;-25;0;0;0
8605;0;0;-1;-25;0;0;0
8606;0;0;-1;-25;0;0;0
8607;0;0;-25;-25;0;0;0
8608;0;0;-1;-25;0;0;0
8609;0;0;-1;-25;0;0;0
8610;0;0;-1;-25;0;0;0
8611;0;0;-1;-25;0;0;0
8612;0;0;-1;-25;0;0;0
8613;0;0;-1;-25;0;0;0
8614;0;0;-1;-25;0;0;0
8615;0;0;0;-25;0;0;0
8616;0;0;-1;-25;0;0;0
8617;0;0;0;-25;0;0;0
8618;0;0;0;-25;0;0;0
8619;0;0;0;-25;0;0;0
8620;0;0;0;-25;0;0;0
8621;0;0;0;-25;0;0;0
8622;0;0;0;-25;0;0;0
8623;0;0;0;-25;0;0;0
8624;0;0;0;-1;0;0;0
8625;0;0;0;0;0;0;0
8626;0;0;0;0;0;0;0
8627;0;0;0;0;0;0;0
8628;0;0;0;0;0;0;0
8629;0;0;0;0;0;0;0
8630;0;0;0;0;0;0;0
8631;84,66;70,55;0;0;0;0;0
8632;84,672;70,56;0;0;0;0;0
8633;84,672;70,56;0;0;0;0;0
8634;84,672;70,56;65,07;0;0;0;0
8635;84,672;70,56;65,07;0;0;0;0
8636;84,672;70,56;65,07;0;0;0;0
8637;84,672;70,56;65,07;0;0;0;0
8638;84,672;70,56;83,93;0;0;0;0
8639;84,672;70,56;83,93;0;0;0;0
8640;84,636;70,53;83,94;0;0;0;0
8641;84,636;70,53;86,21;0;0;0;0
8642;70,096;70,53;86,21;0;0;0;72,7
8643;70,096;70,53;83,94;0;0;0;72,7
8644;70,096;70,53;86,21;0;0;0;72,7
8645;71,24;70,53;87,58;0;0;0;66,98
8646;70,096;70,53;87,58;0;0;0;72,7
8647;70,096;70,53;87,8;0;0;0;72,7
8648;70,096;70,53;87,8;0;0;0;72,7
8649;70,096;70,53;87,58;0;0;0;72,7
8650;65,976;70,53;87,8;69,87;0;73,42;93,3
8651;70,096;70,53;87,94;69,87;0;73,42;72,7
8652;65,976;70,53;87,79;69,87;0;73,42;93,3
8653;65,976;70,53;88,12;69,87;0;73,42;93,3
8654;65,976;70,53;88,45;69,87;0;73,42;93,3
8655;67,392;71,71;88,28;69,87;0;94,22;93,3
8656;78,124;80,67;89,28;82,35;0;94,22;93,4
8657;84,364;85,87;89,83;89,79;74,12;94,22;93,4
8658;77,504;80,67;88,74;90,12;74,12;94,22;96,5
8659;77,478;80,67;90,01;92,87;74,12;94,32;96,63
8660;74,7;78,52;89,28;92,87;95,14;97,45;97,62
8661;77,156;80,67;88,74;94,27;95,14;97,45;98,24
8662;72,36;76,57;89,86;94,03;95,14;99,05;97,62
8663;71,858;76,35;89,28;94,44;97,65;99,05;98,81
8664;65,054;70,68;88,91;94,27;98,53;99,55;98,81
8665;65,054;70,68;89,86;94,62;98,21;99,6;98,81
8666;64,988;70,68;89,99;94,79;98,97;100,7;99,14
8667;66,064;71,78;90,04;95,14;98,97;100,7;100,36
8668;69,81;74,74;90,14;96,46;100,2;100,72;99,39
8669;69,582;74,74;91,11;96,48;100,38;101,51;100,53
8670;73,674;78,15;90,38;96,65;100,68;101,69;100,53
8671;76,574;80,75;92,6;99,56;102,36;103,73;101,63
8672;80,606;84,31;94,31;99,46;102,54;106,06;102,83
8673;82,022;85,91;96,2;100,31;103,16;106,58;105,35
8674;81,804;86,12;96,88;101,26;105,48;108,53;107,7
8675;82,47;86,12;97,8;105,31;105,64;112,11;104,37
8676;81,966;86,14;96,88;105,31;107,09;112,25;107,01
8677;83,164;88,38;96,25;107,1;108,73;120,5;114,46
8678;86,918;92,76;97,67;115,14;111,18;124,35;121,97
8679;86,802;95,64;104,25;119,81;114,32;131,57;139,83
8680;87,592;97,16;106,56;135,08;119,17;145,95;145
8681;90,732;100,13;111,98;136,74;131,67;141,76;147,12
8682;94,566;100,52;107,65;136,74;132,85;150,48;130,29
8683;94,164;99,57;102,53;127,51;118,31;134,48;126,6
8684;93,362;97,85;96,88;117,49;111,73;133,97;120,29
8685;93,582;97,95;94,8;107,56;109,81;119,9;119,79
8686;94,716;96,85;94,26;104,49;107,37;106,77;107,52
8687;94,488;95,86;91,04;100,89;104,39;104,46;102,72
8688;94,056;95,33;89,86;97,75;102,85;101,51;101,7
8689;93,852;95,33;89,04;96,54;102,68;100,98;102,72
8690;94,06;95,21;88,46;95,62;102,54;100,98;100,96
8691;93,536;95,21;88,39;95,6;102,5;100,98;103,58
8692;93,912;95,21;87,81;95,6;102,85;101,37;101,7
8693;96,19;98,07;88,39;95,6;105,62;102,78;107,47
8694;101,814;105,31;88,39;96,49;108,94;106,39;122,79
8695;106,75;111,69;88,39;96,49;113,46;107,68;136,39
8696;108,006;107,4;88,39;95,6;103,78;102,78;104,37
8697;104;103,93;88,46;94,91;102,68;100,98;103,58
8698;101,132;101,54;88,39;94,28;102,33;100,98;103,58
8699;101,132;101,54;88,45;94,8;101,09;101,34;103,58
8700;101,132;101,54;88,45;94,8;100,68;100,98;103,58
8701;101,708;101,54;88,62;94,42;100,75;100,98;100,7
8702;101,868;101,84;88,62;94,12;100,94;100,98;101,7
8703;104,016;103,63;88,45;94,04;100,94;101,34;101,7
8704;109,164;107,92;89,04;94,12;100,94;100,72;101,7
8705;108,932;107,4;88,97;94,04;100,38;99,23;99,74
8706;104,63;103,63;89,29;92,92;98,97;98,58;98,63
8707;100,094;99,78;88,45;91,71;97,29;97,26;98,21
8708;98,952;98,73;87,97;89,8;95,13;94,22;97,62
8709;95,44;95,84;87,79;89,11;95,13;94,22;97,84
8710;92,392;92,87;87,94;83,06;93,54;94,22;95,26
8711;89,21;89,97;87,94;69,88;93,54;94,22;93,77
8712;87,084;88,12;87,39;69,88;91,74;94,22;93,3
8713;86,064;87,27;86,89;69,88;74,13;92,67;93,3
8714;87,66;88,6;86,51;67,8;74,13;91,89;93,3
8715;87,084;88,12;86,22;0;74,13;91,89;93,3
8716;86,064;87,27;86,22;0;74,13;91,89;93,3
8717;89,976;90,53;86,22;0;74,13;73,42;93,3
8718;96,696;96,13;86,89;0;74,13;91,89;93,3
8719;101,352;100,01;87,59;69,88;74,13;73,42;93,3
8720;101,184;99,87;87,81;69,88;74,13;73,42;93,3
8721;98,652;97,76;87,92;69,88;74,13;88,87;93,3
8722;98,172;97,36;88,4;69,88;74,13;78,94;93,3
8723;96,696;96,13;88,46;69,88;74,13;73,42;93,3
8724;96,492;95,96;88,29;69,88;74,13;79,15;93,3
8725;96,696;96,13;88,29;69,88;74,13;73,42;93,3
8726;98,316;97,48;88,51;69,88;74,13;91,89;93,3
8727;99,168;98,19;89,28;69,88;74,13;73,42;93,3
8728;105,884;103,98;89,98;69,88;74,13;73,42;94,46
8729;104,294;102,95;90,65;69,88;74,13;92,67;96,23
8730;101,212;100,21;90,15;69,88;74,13;92,62;95,2
8731;97,926;97,36;90,03;69,88;74,13;92,13;94,53
8732;94,564;94,85;89,29;88,21;74,13;93,74;96,28
8733;92,548;92,99;89,24;89,93;91,74;92,62;95,2
8734;85,48;87,1;89,24;90,13;74,13;92,62;95,2
8735;85,26;87,01;89,27;88,21;92,31;92,62;95,76
8736;85,222;86,92;89,05;90,13;74,13;94,22;95,41
8737;85,422;87,05;89,25;90,13;80,6;94,22;95,19
8738;85,436;87,28;89,28;92,05;74,13;94,22;96,5
8739;86,368;88,15;89,28;92,21;76,04;94,22;97,06
8740;88,624;90,16;89,85;92,55;89,13;95,05;97,84
8741;92,412;93,28;89,87;92,78;92,31;96,03;97,62
8742;97,842;97,88;91,05;92,78;92,31;96,03;98,07
8743;100,468;100,13;92,61;92,78;91,74;97,45;98,44
8744;100,472;100,25;92,64;94,13;94,82;98,01;99,14
8745;97,9;98,31;92,61;94,28;94,82;98,9;100,36
